,ligacao_consumidor,nota_consumidor,custo_do_produto,compras_anteriores,desconto_oferecido,peso_em_gms,bloco_deposito_A,bloco_deposito_B,bloco_deposito_C,bloco_deposito_D,bloco_deposito_F,forma_envio_Flight,forma_envio_Road,forma_envio_Ship,genero_consumidor_F,genero_consumidor_M,importancia_produto_high,importancia_produto_low,importancia_produto_medium
4201,4,4,270,2,1,5148,0,0,0,0,1,0,0,1,1,0,0,1,0
9379,6,1,144,4,5,5121,0,0,0,0,1,0,0,1,1,0,0,1,0
2621,3,1,254,2,56,3463,0,0,0,0,1,0,0,1,0,1,0,1,0
4261,5,1,171,4,9,4418,0,0,0,0,1,1,0,0,1,0,0,0,1
1694,3,1,180,2,26,1715,1,0,0,0,0,0,0,1,0,1,0,1,0
7735,4,2,275,5,6,1438,0,0,0,0,1,0,0,1,1,0,0,1,0
6179,3,4,171,3,5,4310,0,0,0,0,1,1,0,0,1,0,0,0,1
4913,3,1,166,2,2,5710,0,0,0,0,1,0,1,0,0,1,0,1,0
5601,4,3,138,3,2,5358,0,1,0,0,0,0,1,0,0,1,1,0,0
7328,4,3,183,2,8,5690,1,0,0,0,0,0,0,1,1,0,0,0,1
8074,4,4,199,3,9,5016,0,0,1,0,0,0,1,0,1,0,0,1,0
10653,2,2,157,3,9,4547,0,1,0,0,0,0,0,1,1,0,0,0,1
7650,6,4,201,4,8,5355,0,0,0,1,0,0,1,0,1,0,0,1,0
9496,3,3,221,3,5,4388,0,0,1,0,0,0,0,1,1,0,0,1,0
4225,4,4,217,2,6,4029,0,0,0,0,1,0,1,0,0,1,0,1,0
1419,4,5,161,2,55,1457,0,1,0,0,0,0,0,1,0,1,0,0,1
218,3,4,148,3,37,1523,1,0,0,0,0,0,0,1,0,1,0,1,0
6520,3,3,216,8,4,5329,0,0,1,0,0,0,0,1,0,1,0,0,1
5690,3,5,143,3,10,5021,1,0,0,0,0,0,0,1,1,0,0,1,0
5822,5,2,229,2,1,5724,1,0,0,0,0,0,0,1,0,1,0,0,1
231,3,4,209,3,60,2240,0,1,0,0,0,0,0,1,1,0,0,0,1
2249,3,4,270,2,39,3690,0,0,0,0,1,0,0,1,0,1,0,1,0
2166,3,4,244,3,46,2844,0,0,0,1,0,0,1,0,1,0,0,1,0
8171,4,2,224,3,9,4896,0,0,0,0,1,0,0,1,1,0,0,1,0
6607,3,5,250,2,9,1205,0,0,0,0,1,0,0,1,1,0,0,1,0
3351,4,4,268,3,7,5947,0,1,0,0,0,0,0,1,0,1,0,1,0
109,4,1,141,3,47,1250,0,0,0,0,1,0,0,1,0,1,0,0,1
1764,2,1,167,2,46,1023,0,0,0,1,0,0,1,0,0,1,0,1,0
2444,3,5,139,2,64,1857,1,0,0,0,0,0,1,0,0,1,0,0,1
2675,3,2,109,3,30,1597,0,0,0,0,1,0,0,1,1,0,0,1,0
10765,5,1,274,5,2,1558,0,0,0,0,1,0,0,1,1,0,0,1,0
2332,3,2,181,4,18,3696,0,0,1,0,0,1,0,0,1,0,0,1,0
3647,4,2,147,3,5,5174,0,0,0,0,1,0,0,1,1,0,0,1,0
745,7,5,243,5,28,1100,0,0,0,0,1,0,0,1,0,1,0,0,1
5437,4,3,192,3,10,5190,0,0,0,0,1,0,0,1,1,0,0,0,1
8325,6,4,278,4,3,1141,0,1,0,0,0,0,0,1,0,1,0,1,0
3259,3,3,202,3,8,5486,0,0,0,0,1,0,0,1,1,0,0,0,1
7898,3,4,273,2,2,4219,1,0,0,0,0,0,0,1,0,1,0,0,1
8111,3,3,217,4,3,5602,0,0,0,0,1,0,0,1,1,0,0,0,1
7968,4,5,169,4,6,4213,0,0,0,1,0,0,0,1,1,0,0,1,0
3414,3,1,258,4,6,5365,0,0,0,1,0,0,1,0,1,0,0,0,1
7466,6,4,250,4,2,1969,1,0,0,0,0,0,0,1,0,1,0,1,0
9806,4,1,150,2,5,4133,1,0,0,0,0,0,0,1,0,1,0,1,0
7325,3,2,239,4,10,4410,0,0,0,0,1,0,0,1,1,0,0,0,1
5428,5,2,121,5,10,4790,0,0,1,0,0,0,0,1,1,0,0,0,1
2990,4,1,144,4,5,1294,1,0,0,0,0,0,1,0,0,1,1,0,0
4454,3,1,171,2,7,4010,1,0,0,0,0,0,0,1,1,0,0,0,1
7556,3,3,261,3,4,5482,1,0,0,0,0,0,0,1,0,1,0,0,1
5419,5,3,223,3,6,5977,0,0,0,0,1,0,0,1,0,1,0,1,0
1857,3,5,168,3,5,1143,0,1,0,0,0,0,0,1,1,0,0,1,0
4442,4,5,164,2,9,5453,1,0,0,0,0,0,0,1,1,0,0,1,0
3907,3,1,229,3,5,4971,0,0,0,0,1,0,0,1,0,1,0,1,0
2708,3,1,150,3,8,1745,1,0,0,0,0,0,0,1,1,0,0,0,1
8328,4,2,228,5,6,1718,0,0,0,1,0,0,0,1,0,1,0,1,0
5191,5,5,187,4,9,5326,0,0,0,0,1,0,1,0,1,0,0,0,1
1988,4,4,252,6,44,2676,1,0,0,0,0,0,0,1,0,1,0,0,1
7662,3,3,189,3,9,4278,0,0,0,1,0,0,1,0,0,1,1,0,0
4649,4,1,206,3,4,4745,0,0,0,0,1,0,1,0,1,0,0,1,0
8172,3,2,279,6,1,5855,0,0,0,1,0,0,0,1,0,1,0,0,1
431,4,2,96,3,22,1294,0,0,0,0,1,0,0,1,0,1,0,1,0
10124,6,2,269,6,4,4423,1,0,0,0,0,0,1,0,0,1,0,0,1
1,4,5,216,2,59,3088,0,0,0,0,1,1,0,0,0,1,0,1,0
9567,5,4,201,2,5,5593,0,1,0,0,0,0,1,0,0,1,0,1,0
5109,5,3,163,6,6,4349,0,1,0,0,0,0,0,1,0,1,0,1,0
4716,3,5,260,2,1,5970,0,0,0,1,0,0,0,1,0,1,0,0,1
3484,4,4,223,4,1,4219,0,0,1,0,0,0,0,1,0,1,0,1,0
9891,4,4,272,2,1,4013,0,1,0,0,0,0,0,1,0,1,0,1,0
7606,5,2,173,3,8,4797,0,0,1,0,0,0,0,1,0,1,0,1,0
3401,4,5,167,2,7,4289,0,0,0,0,1,0,1,0,1,0,0,1,0
2883,3,1,248,3,9,2616,0,1,0,0,0,1,0,0,0,1,0,1,0
6894,6,5,308,4,2,1125,0,0,0,1,0,0,0,1,0,1,0,1,0
1806,2,5,109,3,12,1715,0,0,0,1,0,0,0,1,0,1,0,0,1
1632,3,4,204,3,49,3225,0,0,0,1,0,0,1,0,1,0,0,1,0
3392,4,3,296,2,9,1523,1,0,0,0,0,0,0,1,1,0,0,0,1
2266,5,3,194,3,6,2736,0,0,1,0,0,0,0,1,1,0,0,0,1
7433,4,4,144,3,7,5351,0,0,0,0,1,0,0,1,1,0,0,1,0
2245,5,3,206,2,59,3278,0,0,0,0,1,0,0,1,1,0,0,0,1
9237,4,4,246,2,2,4633,0,1,0,0,0,0,0,1,1,0,0,0,1
3093,4,1,145,6,32,1673,0,1,0,0,0,0,0,1,0,1,0,1,0
7404,4,1,228,5,6,1727,0,0,0,1,0,1,0,0,1,0,0,1,0
2014,3,4,241,3,50,3074,0,0,1,0,0,0,0,1,1,0,0,1,0
9017,2,2,270,4,6,5585,0,0,0,0,1,0,1,0,0,1,0,1,0
2428,4,5,192,3,41,3873,0,0,1,0,0,0,0,1,1,0,0,0,1
2518,3,4,175,3,4,1519,0,0,1,0,0,0,0,1,0,1,0,0,1
9597,3,5,268,3,7,4910,0,1,0,0,0,1,0,0,0,1,0,1,0
4994,3,3,269,3,6,4260,1,0,0,0,0,0,0,1,1,0,1,0,0
9428,4,1,220,5,9,1817,1,0,0,0,0,0,1,0,1,0,0,1,0
1473,3,3,201,2,36,3340,0,1,0,0,0,0,0,1,0,1,1,0,0
9363,4,1,232,5,7,1899,0,1,0,0,0,0,0,1,1,0,0,0,1
401,3,2,217,2,19,2992,0,0,0,0,1,0,1,0,0,1,1,0,0
2877,5,5,240,3,12,2723,0,1,0,0,0,1,0,0,1,0,0,0,1
2374,4,1,270,4,64,3312,0,0,1,0,0,0,0,1,1,0,0,0,1
1262,3,3,187,3,63,2481,1,0,0,0,0,0,0,1,1,0,0,1,0
7638,5,2,123,5,4,5284,0,0,0,1,0,0,0,1,1,0,0,1,0
4824,5,1,285,4,10,1428,0,0,0,1,0,0,0,1,1,0,0,0,1
10884,4,4,221,3,5,4024,0,0,0,1,0,0,0,1,0,1,0,0,1
9530,4,2,144,5,3,5807,1,0,0,0,0,0,0,1,1,0,0,1,0
6045,6,2,286,4,4,1594,0,1,0,0,0,0,0,1,1,0,0,1,0
1545,4,3,251,3,46,2632,0,1,0,0,0,0,0,1,1,0,0,0,1
1688,5,4,221,2,59,3444,1,0,0,0,0,0,0,1,1,0,0,1,0
3623,3,3,155,3,3,5768,0,0,0,0,1,0,0,1,1,0,0,1,0
10590,4,5,272,2,9,5055,0,0,0,1,0,0,0,1,0,1,0,0,1
2537,3,4,240,2,33,3489,0,0,0,0,1,0,0,1,1,0,0,1,0
5266,6,2,304,5,6,1178,0,0,1,0,0,0,0,1,0,1,0,0,1
8594,2,4,245,2,10,5389,1,0,0,0,0,0,0,1,1,0,0,0,1
2568,4,2,141,2,8,1495,0,0,0,1,0,0,0,1,1,0,0,1,0
4092,6,1,127,3,8,5976,0,0,0,1,0,0,1,0,1,0,0,1,0
4769,4,4,259,2,8,4672,0,0,0,0,1,0,1,0,1,0,0,0,1
8365,5,1,248,4,6,1944,0,0,0,0,1,1,0,0,1,0,0,1,0
8391,5,2,190,2,1,5005,0,1,0,0,0,0,0,1,0,1,0,1,0
8649,7,5,273,4,9,1329,0,1,0,0,0,0,0,1,0,1,0,0,1
4184,4,3,153,2,1,4366,1,0,0,0,0,0,0,1,0,1,0,0,1
1763,3,5,286,3,12,3817,0,0,0,0,1,0,1,0,1,0,0,0,1
6260,6,5,258,4,5,1558,1,0,0,0,0,0,0,1,0,1,0,1,0
7485,6,2,219,5,9,1071,0,1,0,0,0,0,0,1,1,0,0,1,0
8866,5,1,267,6,3,1803,0,0,1,0,0,0,0,1,0,1,0,1,0
6171,5,5,189,3,7,5717,0,1,0,0,0,1,0,0,0,1,0,1,0
8026,6,3,252,2,1,1756,0,0,1,0,0,0,0,1,0,1,0,1,0
4193,5,2,233,3,5,5756,0,0,0,0,1,0,0,1,1,0,0,1,0
4198,4,3,200,4,7,4953,0,0,1,0,0,0,0,1,1,0,0,0,1
2824,4,1,180,3,27,1551,0,0,1,0,0,0,0,1,0,1,0,0,1
5508,6,5,264,4,4,1822,0,0,0,1,0,0,0,1,1,0,0,1,0
3121,4,1,182,3,49,3198,0,0,0,0,1,0,0,1,1,0,0,0,1
219,3,5,270,3,60,3885,0,1,0,0,0,0,0,1,0,1,0,1,0
8554,6,5,308,4,8,1164,0,0,1,0,0,0,0,1,0,1,0,1,0
195,2,5,140,3,30,1030,0,1,0,0,0,0,0,1,1,0,0,1,0
716,5,3,236,3,47,3519,1,0,0,0,0,0,0,1,1,0,1,0,0
7191,6,3,284,4,4,1652,0,1,0,0,0,0,0,1,0,1,0,0,1
7940,4,2,233,7,5,5361,1,0,0,0,0,0,1,0,1,0,0,0,1
7904,4,4,224,2,8,5754,1,0,0,0,0,0,0,1,1,0,0,1,0
9970,5,5,163,2,6,5253,0,0,1,0,0,0,0,1,0,1,1,0,0
2213,3,1,256,2,63,3046,0,0,0,0,1,0,0,1,1,0,0,0,1
6939,4,2,224,3,1,5821,0,1,0,0,0,0,0,1,0,1,0,1,0
10198,5,5,239,6,1,1384,0,0,1,0,0,0,0,1,0,1,0,1,0
6207,5,3,145,3,1,5783,0,1,0,0,0,0,0,1,0,1,0,0,1
10911,4,5,227,10,7,4403,0,1,0,0,0,0,0,1,0,1,0,1,0
3542,5,3,174,3,7,5510,1,0,0,0,0,0,1,0,1,0,0,0,1
8013,6,4,254,4,9,1594,0,1,0,0,0,0,0,1,0,1,0,1,0
2971,5,3,145,2,6,1965,0,0,0,0,1,0,0,1,0,1,0,0,1
5081,5,4,240,4,2,5215,0,0,0,0,1,1,0,0,1,0,0,0,1
545,3,1,168,3,46,1886,0,0,0,0,1,1,0,0,0,1,0,1,0
6692,4,2,190,3,7,4766,1,0,0,0,0,0,1,0,0,1,0,0,1
2114,4,1,143,3,28,1197,1,0,0,0,0,0,0,1,1,0,0,0,1
3559,5,3,194,7,10,5700,0,0,0,0,1,1,0,0,1,0,0,0,1
7275,4,3,256,3,4,5068,0,1,0,0,0,1,0,0,1,0,0,1,0
4084,3,3,273,10,10,5574,0,0,1,0,0,0,1,0,1,0,0,0,1
56,3,3,238,3,61,3096,1,0,0,0,0,0,0,1,1,0,0,1,0
10483,4,2,253,5,3,1092,0,0,0,0,1,0,0,1,1,0,0,0,1
5963,6,4,266,4,5,1639,0,0,0,0,1,0,0,1,0,1,0,1,0
6220,4,1,265,6,2,1629,0,0,1,0,0,0,0,1,1,0,0,1,0
5858,2,5,279,3,8,4632,1,0,0,0,0,0,0,1,1,0,0,1,0
608,4,4,224,3,60,3145,1,0,0,0,0,0,0,1,0,1,1,0,0
4270,5,3,101,5,1,4014,0,0,1,0,0,0,0,1,1,0,0,0,1
4857,4,5,152,3,5,5191,0,1,0,0,0,0,0,1,0,1,0,0,1
832,2,3,251,3,2,3351,0,0,1,0,0,1,0,0,1,0,0,1,0
10537,4,4,180,4,7,5609,0,0,0,0,1,0,1,0,1,0,0,0,1
8129,4,4,104,4,6,4323,0,0,0,0,1,0,0,1,0,1,0,1,0
3363,5,2,244,3,2,4198,0,1,0,0,0,0,0,1,0,1,0,1,0
10615,3,2,100,4,10,5163,0,0,0,0,1,0,0,1,1,0,0,1,0
405,2,2,124,3,56,1494,0,1,0,0,0,0,1,0,1,0,0,1,0
10710,4,2,262,6,2,1069,0,0,0,1,0,0,0,1,1,0,0,0,1
5750,5,4,250,4,4,4531,1,0,0,0,0,1,0,0,0,1,0,0,1
9297,3,3,167,3,8,4420,0,1,0,0,0,0,1,0,1,0,0,1,0
7994,4,5,150,3,10,5767,1,0,0,0,0,0,0,1,1,0,1,0,0
10357,2,4,226,3,9,4098,0,0,0,0,1,0,0,1,0,1,0,1,0
1695,5,5,150,5,61,1091,0,1,0,0,0,0,0,1,1,0,0,0,1
871,4,2,208,3,17,2777,0,0,0,0,1,0,0,1,0,1,1,0,0
5563,3,4,242,2,10,5559,0,0,0,0,1,0,0,1,1,0,0,1,0
9821,4,2,151,3,3,5154,0,0,0,0,1,0,0,1,0,1,0,0,1
2296,5,1,194,3,32,3003,0,0,1,0,0,0,0,1,1,0,0,0,1
5865,4,5,259,3,4,5344,0,1,0,0,0,0,1,0,0,1,0,0,1
10637,5,4,151,3,10,4611,0,0,0,0,1,0,0,1,1,0,0,1,0
3708,4,1,140,4,6,5067,0,0,0,1,0,1,0,0,0,1,0,1,0
66,3,2,109,3,15,1710,0,0,0,1,0,0,0,1,1,0,0,0,1
10004,4,1,204,3,3,4310,1,0,0,0,0,1,0,0,0,1,0,0,1
1006,3,1,185,2,42,2803,0,0,1,0,0,0,0,1,1,0,0,0,1
2234,4,5,168,3,4,1363,1,0,0,0,0,0,0,1,1,0,0,1,0
10291,4,1,146,3,1,4831,0,0,0,0,1,1,0,0,1,0,0,1,0
3825,3,2,268,10,9,4483,0,1,0,0,0,0,1,0,0,1,0,0,1
3596,4,2,271,3,9,4085,1,0,0,0,0,0,0,1,0,1,0,1,0
3738,5,4,263,2,8,4914,0,0,0,1,0,0,0,1,1,0,1,0,0
1330,3,1,199,2,18,3346,0,0,1,0,0,0,0,1,1,0,0,0,1
8276,4,2,245,3,5,5226,1,0,0,0,0,0,0,1,1,0,0,1,0
5525,6,1,260,4,9,1698,0,0,0,0,1,0,0,1,0,1,0,0,1
7848,3,5,211,3,5,4058,0,0,0,1,0,0,0,1,0,1,0,0,1
6787,4,4,247,3,2,5324,0,0,0,0,1,0,0,1,1,0,1,0,0
4012,4,2,179,3,3,5284,0,0,1,0,0,0,0,1,0,1,0,1,0
5447,4,4,113,3,1,5610,0,0,0,0,1,0,0,1,1,0,0,0,1
241,2,4,140,3,33,1278,0,0,0,0,1,0,0,1,1,0,0,1,0
10152,4,1,274,6,8,1141,0,0,0,1,0,1,0,0,0,1,0,1,0
6266,2,1,211,3,6,1760,1,0,0,0,0,0,0,1,0,1,0,1,0
9926,5,1,233,5,6,1631,1,0,0,0,0,0,0,1,1,0,0,0,1
1012,3,3,205,2,54,2427,0,0,1,0,0,0,0,1,1,0,0,0,1
8939,4,3,208,3,7,4525,0,0,0,0,1,0,0,1,1,0,0,0,1
7212,6,2,280,4,10,1866,0,0,0,1,0,0,0,1,0,1,0,1,0
5646,3,4,199,4,6,5207,0,0,0,1,0,0,0,1,1,0,0,0,1
4897,5,3,211,3,5,5087,0,0,0,0,1,0,0,1,1,0,0,1,0
939,4,1,147,3,15,1956,0,1,0,0,0,0,1,0,1,0,0,1,0
10859,3,1,125,3,9,5489,0,0,0,0,1,0,0,1,0,1,0,0,1
2027,3,5,187,3,20,2374,0,0,0,0,1,0,0,1,0,1,0,1,0
3490,3,1,256,4,3,4398,0,0,1,0,0,0,0,1,1,0,0,0,1
9758,4,2,202,3,7,5821,1,0,0,0,0,0,0,1,0,1,0,0,1
6018,6,5,278,4,6,1140,0,0,0,1,0,0,1,0,1,0,0,0,1
7042,6,4,272,4,4,4098,0,0,1,0,0,0,0,1,1,0,0,1,0
5950,4,4,184,8,7,5235,0,0,1,0,0,0,0,1,0,1,0,1,0
5364,4,1,200,2,5,5072,0,0,0,1,0,0,0,1,0,1,0,1,0
381,5,2,199,4,59,2885,0,1,0,0,0,0,0,1,1,0,0,1,0
1177,3,2,224,2,49,3749,0,0,0,0,1,0,0,1,1,0,0,1,0
7472,4,4,254,5,2,1573,1,0,0,0,0,0,0,1,0,1,0,1,0
1391,4,4,150,3,9,1620,0,0,0,0,1,0,0,1,0,1,1,0,0
4797,6,5,291,4,9,1413,0,1,0,0,0,1,0,0,0,1,0,1,0
223,4,5,116,3,9,1314,0,0,0,0,1,0,0,1,1,0,0,0,1
2611,4,4,221,4,14,2932,0,0,0,0,1,1,0,0,0,1,0,0,1
6549,5,1,249,5,1,1654,0,1,0,0,0,0,1,0,1,0,0,0,1
8307,6,2,254,4,9,1626,0,1,0,0,0,0,0,1,1,0,0,1,0
6604,6,3,295,4,10,1495,0,0,1,0,0,0,0,1,1,0,0,1,0
5806,4,4,208,2,6,4983,0,0,1,0,0,0,0,1,1,0,0,0,1
7400,3,4,177,4,5,1854,1,0,0,0,0,1,0,0,0,1,0,0,1
5964,6,5,244,4,6,1185,0,0,0,1,0,0,0,1,1,0,0,0,1
7953,3,2,183,5,3,1336,0,1,0,0,0,1,0,0,0,1,0,1,0
10266,3,4,138,5,5,5690,0,0,0,1,0,0,1,0,1,0,0,0,1
6141,3,1,133,3,9,5724,0,1,0,0,0,0,1,0,1,0,0,1,0
6459,4,3,200,4,10,4291,0,1,0,0,0,0,0,1,1,0,0,1,0
7489,7,3,267,4,8,1892,0,0,0,0,1,0,0,1,0,1,0,0,1
361,3,2,159,3,4,1681,0,0,0,0,1,0,0,1,1,0,0,0,1
1778,3,3,206,2,62,3558,1,0,0,0,0,1,0,0,0,1,0,0,1
6104,5,2,171,6,5,5981,1,0,0,0,0,0,0,1,1,0,0,0,1
546,5,5,147,4,42,1642,0,0,0,1,0,1,0,0,1,0,1,0,0
8252,5,2,158,3,4,4324,1,0,0,0,0,0,0,1,0,1,0,1,0
9111,3,2,173,2,8,5492,0,1,0,0,0,0,0,1,1,0,0,1,0
507,5,3,230,3,3,2923,0,1,0,0,0,0,0,1,1,0,0,0,1
5061,4,2,222,3,4,5919,0,1,0,0,0,0,1,0,0,1,0,1,0
977,4,5,223,3,63,2427,0,0,0,0,1,0,0,1,1,0,0,0,1
9645,5,4,176,6,9,4605,0,1,0,0,0,0,0,1,0,1,0,0,1
8187,3,1,218,4,6,5480,0,1,0,0,0,0,0,1,0,1,0,1,0
9206,3,2,226,2,10,4254,1,0,0,0,0,0,0,1,0,1,0,1,0
8160,4,3,209,5,6,4384,0,0,0,1,0,0,0,1,0,1,0,0,1
349,5,1,161,3,47,1954,0,0,0,0,1,0,0,1,0,1,0,1,0
6322,3,3,176,3,1,5168,0,0,1,0,0,0,0,1,1,0,0,1,0
7436,6,1,232,5,10,4345,1,0,0,0,0,0,0,1,0,1,1,0,0
5320,4,4,186,3,2,4430,0,0,1,0,0,0,1,0,1,0,0,1,0
4717,3,2,279,3,6,4560,0,0,0,0,1,0,0,1,1,0,0,0,1
7118,3,5,221,3,8,4523,1,0,0,0,0,0,1,0,1,0,0,0,1
9032,4,5,180,4,10,5176,1,0,0,0,0,0,1,0,1,0,1,0,0
10441,3,4,166,3,6,4247,0,0,0,0,1,0,0,1,0,1,1,0,0
5759,6,5,268,4,2,1324,0,0,0,0,1,1,0,0,1,0,0,1,0
1327,4,5,113,6,25,1538,0,0,0,0,1,0,0,1,0,1,0,0,1
2459,5,5,165,3,32,1798,0,0,0,0,1,0,1,0,1,0,0,0,1
117,4,3,265,2,31,2326,0,1,0,0,0,0,1,0,1,0,0,0,1
10264,3,4,136,3,4,5368,0,0,1,0,0,0,1,0,1,0,0,1,0
4963,5,1,164,3,7,4540,0,0,0,0,1,0,0,1,0,1,0,1,0
1586,4,5,181,2,59,2239,1,0,0,0,0,0,0,1,0,1,0,0,1
9686,5,5,218,5,7,1692,1,0,0,0,0,0,0,1,1,0,0,0,1
854,4,3,121,2,11,1906,1,0,0,0,0,0,0,1,0,1,0,0,1
8456,3,5,124,2,1,5709,1,0,0,0,0,0,0,1,0,1,0,0,1
10572,5,1,208,2,9,4887,0,0,0,1,0,0,0,1,1,0,0,1,0
1979,4,3,237,3,57,3952,0,0,0,0,1,0,0,1,0,1,0,1,0
1245,4,3,258,3,58,2579,0,1,0,0,0,1,0,0,0,1,0,0,1
7715,5,5,262,5,6,1887,0,0,0,0,1,0,0,1,0,1,0,1,0
2001,4,3,134,3,13,1985,0,1,0,0,0,0,0,1,0,1,0,0,1
465,3,2,294,4,15,1318,0,1,0,0,0,0,0,1,1,0,0,1,0
5128,3,3,271,4,3,4006,0,0,1,0,0,0,0,1,0,1,1,0,0
3914,3,1,139,5,5,4572,1,0,0,0,0,0,0,1,1,0,0,0,1
2806,3,1,187,4,42,3621,0,0,1,0,0,0,0,1,0,1,0,0,1
8909,7,2,288,4,4,1321,0,0,0,0,1,1,0,0,0,1,1,0,0
9207,5,2,229,3,3,4916,0,1,0,0,0,0,0,1,1,0,0,1,0
6792,3,1,207,2,7,4639,0,0,0,1,0,0,0,1,0,1,0,1,0
7287,3,5,236,2,10,5755,0,1,0,0,0,0,0,1,0,1,0,1,0
9561,4,1,234,3,2,4282,0,1,0,0,0,0,0,1,0,1,0,1,0
5267,6,2,301,5,3,1844,0,0,0,0,1,0,0,1,0,1,0,0,1
10997,5,2,223,6,2,1210,0,0,0,0,1,0,0,1,0,1,0,0,1
9711,4,5,217,5,3,1572,0,1,0,0,0,0,1,0,1,0,0,1,0
4271,3,1,140,3,6,4488,0,0,0,0,1,0,0,1,0,1,0,1,0
9812,4,3,253,3,5,5703,1,0,0,0,0,0,0,1,1,0,0,1,0
8396,3,3,239,2,2,5625,1,0,0,0,0,0,0,1,1,0,0,0,1
7449,5,2,223,5,2,1232,0,1,0,0,0,0,0,1,0,1,0,1,0
9364,5,1,217,2,10,4264,0,0,1,0,0,0,0,1,1,0,0,0,1
6680,4,2,201,2,3,4869,1,0,0,0,0,0,0,1,0,1,0,1,0
6088,5,1,148,3,5,5790,0,0,1,0,0,0,0,1,1,0,0,1,0
5669,3,5,149,3,7,4357,0,0,0,0,1,0,0,1,1,0,0,1,0
7348,4,2,187,2,7,5524,0,0,1,0,0,0,0,1,1,0,0,0,1
192,2,4,140,3,7,1411,0,0,0,1,0,0,0,1,1,0,0,1,0
6593,5,4,281,4,8,1220,0,0,0,0,1,0,0,1,0,1,0,0,1
10339,4,5,265,2,6,4660,0,0,0,0,1,0,0,1,1,0,0,1,0
9250,4,2,198,3,10,5487,0,0,1,0,0,0,0,1,0,1,0,0,1
3904,4,1,187,3,8,5872,0,0,1,0,0,0,0,1,0,1,0,0,1
4511,5,2,198,3,8,4680,0,0,0,0,1,0,1,0,1,0,0,1,0
2215,3,4,260,4,17,2666,0,0,0,0,1,0,0,1,0,1,1,0,0
10097,4,4,224,4,2,4503,0,0,0,0,1,0,0,1,1,0,0,0,1
348,4,5,233,4,44,2551,0,0,0,1,0,0,0,1,1,0,0,1,0
4294,3,4,253,3,8,5857,0,0,1,0,0,0,0,1,1,0,1,0,0
6638,3,2,199,2,10,4659,1,0,0,0,0,0,0,1,0,1,0,0,1
6425,3,3,259,2,8,4481,0,0,0,0,1,0,1,0,0,1,1,0,0
10633,5,1,253,2,3,5159,0,0,0,0,1,0,0,1,0,1,0,0,1
873,4,4,197,3,20,3080,0,1,0,0,0,0,0,1,0,1,0,0,1
6633,4,3,237,3,8,5045,0,1,0,0,0,0,0,1,1,0,0,0,1
7965,5,4,223,3,7,5738,0,1,0,0,0,0,0,1,0,1,0,0,1
9262,3,3,160,3,1,4769,0,0,1,0,0,0,0,1,0,1,0,1,0
3303,4,2,222,2,5,4268,0,1,0,0,0,1,0,0,0,1,0,0,1
4376,3,2,244,3,10,4636,1,0,0,0,0,0,1,0,0,1,0,0,1
5188,3,1,221,3,3,5005,0,0,1,0,0,0,1,0,0,1,1,0,0
6042,5,5,271,5,4,1667,0,0,0,1,0,1,0,0,1,0,0,1,0
8680,5,1,137,2,9,4580,0,0,1,0,0,0,0,1,0,1,0,1,0
7331,4,2,162,4,7,5294,0,0,0,0,1,0,0,1,0,1,0,0,1
4999,3,3,134,3,8,4950,0,0,0,0,1,0,0,1,1,0,0,0,1
925,5,3,217,3,61,3067,0,0,0,0,1,0,0,1,1,0,1,0,0
2830,4,5,198,3,33,2129,0,0,1,0,0,0,0,1,0,1,0,0,1
3109,4,2,265,4,40,2637,0,0,0,0,1,0,0,1,1,0,0,0,1
3609,4,2,195,5,9,5178,0,1,0,0,0,0,0,1,0,1,0,0,1
8544,3,1,188,4,8,5884,0,0,0,1,0,0,0,1,1,0,0,0,1
10885,4,4,177,5,7,4070,0,0,0,0,1,0,0,1,0,1,0,0,1
5528,6,4,248,4,6,1851,1,0,0,0,0,0,0,1,1,0,0,1,0
10177,6,3,284,4,3,1291,0,0,0,0,1,0,0,1,1,0,0,1,0
4257,4,2,239,2,10,4028,0,1,0,0,0,1,0,0,1,0,0,1,0
1465,4,3,232,3,11,2624,0,0,0,0,1,0,0,1,0,1,0,1,0
5467,6,3,304,5,6,1184,0,0,0,0,1,0,1,0,1,0,0,0,1
7231,3,3,202,2,1,5220,0,0,0,0,1,0,0,1,1,0,0,0,1
7739,4,4,267,5,9,1716,0,0,0,0,1,0,0,1,1,0,0,0,1
9918,6,5,280,4,3,1819,0,0,0,1,0,0,0,1,1,0,0,1,0
8970,4,5,247,2,9,4656,0,0,0,1,0,0,0,1,1,0,0,0,1
682,4,4,143,2,58,1038,0,0,1,0,0,1,0,0,0,1,0,0,1
8405,5,3,135,3,5,4484,0,0,0,0,1,0,0,1,1,0,0,0,1
9603,5,3,206,2,7,4531,0,1,0,0,0,1,0,0,0,1,0,0,1
5541,4,4,260,2,3,5801,0,1,0,0,0,0,0,1,0,1,0,1,0
5295,3,4,169,3,4,5716,0,1,0,0,0,0,0,1,1,0,0,1,0
4953,3,3,181,3,3,5620,0,1,0,0,0,0,0,1,1,0,0,0,1
10169,5,5,151,3,2,5506,0,0,0,0,1,0,0,1,0,1,0,0,1
596,4,3,230,3,62,2236,1,0,0,0,0,0,0,1,1,0,0,1,0
2325,4,4,141,2,30,1130,0,1,0,0,0,1,0,0,1,0,0,1,0
